;time_stamp;Name;Kernel;feature_cnt;type;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;rauc;duration;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
978;2017_09_25_13:20:30;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.141;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
979;2017_09_25_13:20:31;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.314;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
980;2017_09_25_13:20:37;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.359;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
981;2017_09_25_13:20:37;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.301;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
982;2017_09_25_13:20:38;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.232;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
983;2017_09_25_13:20:38;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;137.0;276.0;120.0;286.0;16.73;2.06;51.04;0.053;0.32;0.3;0.53;0.32;0.4;0.7;0.68;0.49;0.7;0.58
984;2017_09_25_13:20:38;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;385.0;116.0;280.0;38.0;47.01;20.71;60.15;0.21600000000000005;0.91;0.71;0.58;0.91;0.71;0.29;0.09;0.75;0.29;0.42
985;2017_09_25_13:22:14;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;340.0;304.0;92.0;83.0;41.51;57.19;78.57;95.572;0.8;0.23;0.79;0.8;0.79;0.77;0.2;0.79;0.77;0.78
986;2017_09_25_13:22:16;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.6630000000000003;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
987;2017_09_25_13:23:52;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;216.0;353.0;43.0;207.0;69.47;39.68;70.1;96.034;0.51;0.11;0.83;0.51;0.63;0.89;0.49;0.63;0.89;0.74
988;2017_09_25_13:23:53;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.1;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
989;2017_09_25_13:23:53;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.116;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
990;2017_09_25_13:23:53;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.053;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
991;2017_09_25_13:23:53;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.11;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
992;2017_09_25_13:23:53;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.302;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
993;2017_09_25_13:24:00;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.365;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
994;2017_09_25_13:24:00;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.316;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
995;2017_09_25_13:24:00;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.238;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
996;2017_09_25_13:24:00;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;406.0;23.0;373.0;17.0;49.57;1.84;50.89;0.063;0.96;0.94;0.52;0.96;0.67;0.06;0.04;0.57;0.06;0.11
997;2017_09_25_13:24:00;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;318.0;158.0;238.0;105.0;38.83;15.24;57.54;0.16899999999999998;0.75;0.6;0.57;0.75;0.65;0.4;0.25;0.6;0.4;0.48
998;2017_09_25_13:25:36;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;342.0;301.0;95.0;81.0;41.76;56.93;78.43;95.637;0.81;0.24;0.78;0.81;0.79;0.76;0.19;0.79;0.76;0.77
999;2017_09_25_13:25:39;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.476;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1000;2017_09_25_13:27:14;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;258.0;340.0;56.0;165.0;73.02;46.44;73.43;95.958;0.61;0.14;0.82;0.61;0.7;0.86;0.39;0.67;0.86;0.75
1001;2017_09_25_13:27:15;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.119;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1002;2017_09_25_13:27:15;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.116;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1003;2017_09_25_13:27:15;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.062;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1004;2017_09_25_13:27:15;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.103;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1005;2017_09_25_13:27:15;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.366;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1006;2017_09_25_13:27:22;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.36;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1007;2017_09_25_13:27:22;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.301;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1008;2017_09_25_13:27:22;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.232;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1009;2017_09_25_13:27:22;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;271.0;211.0;185.0;152.0;33.09;17.4;58.67;0.048;0.64;0.47;0.59;0.64;0.61;0.53;0.36;0.58;0.53;0.55
1010;2017_09_25_13:27:23;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;365.0;68.0;328.0;58.0;44.57;3.54;51.73;0.154;0.86;0.83;0.53;0.86;0.66;0.17;0.14;0.54;0.17;0.26
1011;2017_09_25_13:28:58;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;348.0;301.0;95.0;75.0;42.49;58.37;79.14;95.655;0.82;0.24;0.79;0.82;0.8;0.76;0.18;0.8;0.76;0.78
1012;2017_09_25_13:29:01;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.537;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1013;2017_09_25_13:30:37;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;235.0;346.0;50.0;188.0;70.94;42.46;71.46;95.995;0.56;0.13;0.82;0.56;0.67;0.87;0.44;0.65;0.87;0.74
1014;2017_09_25_13:30:37;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.095;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1015;2017_09_25_13:30:37;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.1;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1016;2017_09_25_13:30:37;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.047;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1017;2017_09_25_13:30:37;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.1;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1018;2017_09_25_13:30:38;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.325;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1019;2017_09_25_13:30:44;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.34;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1020;2017_09_25_13:30:44;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.316;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1021;2017_09_25_13:30:45;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.238;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1022;2017_09_25_13:30:45;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;418.0;19.0;377.0;5.0;51.04;3.73;51.81;0.063;0.99;0.95;0.53;0.99;0.69;0.05;0.01;0.79;0.05;0.09
1023;2017_09_25_13:30:45;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;369.0;154.0;242.0;54.0;45.05;26.52;63.06;0.27;0.87;0.61;0.6;0.87;0.71;0.39;0.13;0.74;0.39;0.51
1024;2017_09_25_13:32:20;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;338.0;296.0;100.0;85.0;41.27;54.72;77.33;94.608;0.8;0.25;0.77;0.8;0.78;0.75;0.2;0.78;0.75;0.76
1025;2017_09_25_13:32:22;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.556;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1026;2017_09_25_13:33:58;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;264.0;336.0;60.0;159.0;73.26;46.89;73.63;96.017;0.62;0.15;0.81;0.62;0.7;0.85;0.38;0.68;0.85;0.76
1027;2017_09_25_13:33:59;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.116;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1028;2017_09_25_13:33:59;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.138;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1029;2017_09_25_13:33:59;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.069;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1030;2017_09_25_13:33:59;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.116;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1031;2017_09_25_13:33:59;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.3720000000000001;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1032;2017_09_25_13:34:06;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.362;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1033;2017_09_25_13:34:06;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.302;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1034;2017_09_25_13:34:06;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.232;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1035;2017_09_25_13:34:06;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;224.0;279.0;117.0;199.0;27.35;23.26;61.7;0.053;0.53;0.3;0.66;0.53;0.59;0.7;0.47;0.58;0.7;0.63
1036;2017_09_25_13:34:07;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;338.0;181.0;215.0;85.0;41.27;25.88;62.81;0.147;0.8;0.54;0.61;0.8;0.69;0.46;0.2;0.68;0.46;0.55
1037;2017_09_25_13:35:42;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;338.0;297.0;99.0;85.0;41.27;54.97;77.45;95.547;0.8;0.25;0.77;0.8;0.78;0.75;0.2;0.78;0.75;0.76
1038;2017_09_25_13:35:45;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.511;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1039;2017_09_25_13:37:21;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;223.0;349.0;47.0;200.0;69.84;40.35;70.42;96.018;0.53;0.12;0.83;0.53;0.65;0.88;0.47;0.64;0.88;0.74
1040;2017_09_25_13:37:21;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.097;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1041;2017_09_25_13:37:21;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.142;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1042;2017_09_25_13:37:21;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.068;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1043;2017_09_25_13:37:21;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.105;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1044;2017_09_25_13:37:22;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.343;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1045;2017_09_25_13:37:28;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.347;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1046;2017_09_25_13:37:28;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.316;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1047;2017_09_25_13:37:29;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.238;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1048;2017_09_25_13:37:29;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;381.0;73.0;323.0;42.0;46.52;8.7;54.25;0.063;0.9;0.82;0.54;0.9;0.68;0.18;0.1;0.63;0.18;0.28
1049;2017_09_25_13:37:29;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;210.0;292.0;104.0;213.0;25.64;23.18;61.69;0.154;0.5;0.26;0.67;0.5;0.57;0.74;0.5;0.58;0.74;0.65
1050;2017_09_25_13:39:04;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;338.0;298.0;98.0;85.0;41.27;55.22;77.58;95.63;0.8;0.25;0.78;0.8;0.79;0.75;0.2;0.78;0.75;0.76
1051;2017_09_25_13:39:07;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.477;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1052;2017_09_25_13:40:43;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;197.0;356.0;40.0;226.0;67.52;35.93;68.24;95.938;0.47;0.1;0.83;0.47;0.6;0.9;0.53;0.61;0.9;0.73
1053;2017_09_25_13:40:43;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.1;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1054;2017_09_25_13:40:43;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.141;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1055;2017_09_25_13:40:43;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.062;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1056;2017_09_25_13:40:44;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.101;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1057;2017_09_25_13:40:44;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.36;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1058;2017_09_25_13:40:50;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.424;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1059;2017_09_25_13:40:51;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.301;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1060;2017_09_25_13:40:51;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.232;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1061;2017_09_25_13:40:51;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;13.0;382.0;14.0;410.0;1.59;-0.45;49.77;0.053;0.03;0.04;0.48;0.03;0.06;0.96;0.97;0.48;0.96;0.64
1062;2017_09_25_13:40:51;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;258.0;236.0;160.0;165.0;31.5;20.58;60.29;0.185;0.61;0.4;0.62;0.61;0.61;0.6;0.39;0.59;0.6;0.59
1063;2017_09_25_13:42:27;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;336.0;301.0;95.0;87.0;41.03;55.48;77.72;95.624;0.79;0.24;0.78;0.79;0.78;0.76;0.21;0.78;0.76;0.77
1064;2017_09_25_13:42:29;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.467;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1065;2017_09_25_13:44:05;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;144.0;369.0;27.0;279.0;62.64;26.68;63.61;96.042;0.34;0.07;0.84;0.34;0.48;0.93;0.66;0.57;0.93;0.71
1066;2017_09_25_13:17:08;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.087;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1067;2017_09_25_13:17:08;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.10099999999999999;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1068;2017_09_25_13:17:08;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.04;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1069;2017_09_25_13:17:08;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.1;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1070;2017_09_25_13:17:08;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.327;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1071;2017_09_25_13:17:15;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.45;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1072;2017_09_25_13:17:15;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.298;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1073;2017_09_25_13:17:15;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.23800000000000002;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1074;2017_09_25_13:17:15;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;339.0;177.0;219.0;84.0;41.39;25.11;62.42;0.047;0.8;0.55;0.61;0.8;0.69;0.45;0.2;0.68;0.45;0.54
1075;2017_09_25_13:17:16;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;226.0;257.0;139.0;197.0;27.59;18.24;59.16;0.184;0.53;0.35;0.62;0.53;0.57;0.65;0.47;0.57;0.65;0.61
1076;2017_09_25_13:18:51;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;336.0;299.0;97.0;87.0;41.03;54.98;77.47;95.677;0.79;0.24;0.78;0.79;0.78;0.76;0.21;0.77;0.76;0.76
1077;2017_09_25_13:18:54;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.4930000000000003;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1078;2017_09_25_13:20:30;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;225.0;352.0;44.0;198.0;70.45;41.56;71.04;95.947;0.53;0.11;0.84;0.53;0.65;0.89;0.47;0.64;0.89;0.74
1079;2017_09_25_13:20:30;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.1;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
1080;2017_09_25_13:20:30;GaussianNB;;;descriptive_features;953.0;955.0;423.0;396.0;58.0;376.0;20.0;365.0;7.08;8.43;54.33;0.15;0.14;0.05;0.74;0.14;0.24;0.95;0.86;0.51;0.95;0.66
1081;2017_09_25_13:20:30;MultinomialNB;;;descriptive_features;953.0;955.0;423.0;396.0;69.0;383.0;13.0;354.0;8.42;12.68;56.51;0.079;0.16;0.03;0.84;0.16;0.27;0.97;0.84;0.52;0.97;0.68
1082;2017_09_25_13:20:30;BernoulliNB;;;descriptive_features;953.0;955.0;423.0;396.0;347.0;278.0;118.0;76.0;42.37;52.41;76.12;0.141;0.82;0.3;0.75;0.82;0.78;0.7;0.18;0.79;0.7;0.74
1083;2017_09_25_13:20:31;SVC;linear;;descriptive_features;953.0;955.0;423.0;396.0;354.0;267.0;129.0;69.0;43.22;51.36;75.56;0.314;0.84;0.33;0.73;0.84;0.78;0.67;0.16;0.79;0.67;0.73
1084;2017_09_25_13:20:37;SVC;poly;;descriptive_features;953.0;955.0;423.0;396.0;288.0;266.0;130.0;135.0;35.16;35.24;67.63;6.359;0.68;0.33;0.69;0.68;0.68;0.67;0.32;0.66;0.67;0.66
1085;2017_09_25_13:20:37;SVC;rbf;;descriptive_features;953.0;955.0;423.0;396.0;333.0;307.0;89.0;90.0;40.66;56.24;78.12;0.301;0.79;0.22;0.79;0.79;0.79;0.78;0.21;0.77;0.78;0.77
1086;2017_09_25_13:20:38;SVC;sigmoid;;descriptive_features;953.0;955.0;423.0;396.0;275.0;259.0;137.0;148.0;33.58;30.39;65.21;0.23199999999999998;0.65;0.35;0.67;0.65;0.66;0.65;0.35;0.64;0.65;0.64
1087;2017_09_25_13:20:38;SGD;;;descriptive_features;953.0;955.0;423.0;396.0;137.0;276.0;120.0;286.0;16.73;2.06;51.04;0.053;0.32;0.3;0.53;0.32;0.4;0.7;0.68;0.49;0.7;0.58
1088;2017_09_25_13:20:38;MLP;;;descriptive_features;953.0;955.0;423.0;396.0;385.0;116.0;280.0;38.0;47.01;20.71;60.15;0.21600000000000005;0.91;0.71;0.58;0.91;0.71;0.29;0.09;0.75;0.29;0.42
1089;2017_09_25_13:22:14;RandomForest;;;descriptive_features;953.0;955.0;423.0;396.0;340.0;304.0;92.0;83.0;41.51;57.19;78.57;95.572;0.8;0.23;0.79;0.8;0.79;0.77;0.2;0.79;0.77;0.78
1090;2017_09_25_13:22:16;AdaBoost;;;descriptive_features;953.0;955.0;423.0;396.0;329.0;303.0;93.0;94.0;40.17;54.29;77.15;2.6630000000000003;0.78;0.23;0.78;0.78;0.78;0.77;0.22;0.76;0.77;0.76
1091;2017_09_25_13:23:52;Vote;;;descriptive_features;953.0;955.0;423.0;396.0;216.0;353.0;43.0;207.0;69.47;39.68;70.1;96.03399999999999;0.51;0.11;0.83;0.51;0.63;0.89;0.49;0.63;0.89;0.74
1092;2017_09_25_13:23:53;LogisticRegression;;;descriptive_features;953.0;955.0;423.0;396.0;276.0;239.0;157.0;147.0;33.7;25.62;62.8;0.1;0.65;0.4;0.64;0.65;0.64;0.6;0.35;0.62;0.6;0.61
