;time_stamp;Name;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
0;2017_08_04_16:30:22;LogisticRegression;950.0;993.0;441.0;392.0;359.0;349.0;43.0;82.0;84.99;70.05;0.81;0.11;0.89;0.81;0.85;0.89;0.19;0.81;0.89;0.85
1;2017_08_04_16:30:22;NaiveBayes;950.0;993.0;441.0;392.0;392.0;334.0;58.0;49.0;87.15;74.19;0.89;0.15;0.87;0.89;0.88;0.85;0.11;0.87;0.85;0.86
2;2017_08_04_16:30:22;MultinomialNB;950.0;993.0;441.0;392.0;395.0;330.0;62.0;46.0;87.03;73.92;0.9;0.16;0.86;0.9;0.88;0.84;0.1;0.88;0.84;0.86
3;2017_08_04_16:30:22;BernoulliNB;950.0;993.0;441.0;392.0;390.0;335.0;57.0;51.0;87.03;73.96;0.88;0.15;0.87;0.88;0.87;0.85;0.12;0.87;0.85;0.86
4;2017_08_04_16:30:22;LinearSVC;950.0;993.0;441.0;392.0;352.0;346.0;46.0;89.0;83.79;67.67;0.8;0.12;0.88;0.8;0.84;0.88;0.2;0.8;0.88;0.84
5;2017_08_04_16:30:22;SVC;950.0;993.0;441.0;392.0;349.0;340.0;52.0;92.0;82.71;65.5;0.79;0.13;0.87;0.79;0.83;0.87;0.21;0.79;0.87;0.83
6;2017_08_04_16:30:22;SVC;950.0;993.0;441.0;392.0;0.0;392.0;0.0;441.0;47.06;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.47;1.0;0.64
7;2017_08_04_16:30:22;SVC;950.0;993.0;441.0;392.0;13.0;392.0;0.0;428.0;48.62;2.78;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.48;1.0;0.65
8;2017_08_04_16:30:22;SVC;950.0;993.0;441.0;392.0;346.0;313.0;79.0;95.0;79.11;58.17;0.78;0.2;0.81;0.78;0.79;0.8;0.22;0.77;0.8;0.78
9;2017_08_04_16:30:22;SGD;950.0;993.0;441.0;392.0;325.0;353.0;39.0;116.0;81.39;63.06;0.74;0.1;0.89;0.74;0.81;0.9;0.26;0.75;0.9;0.82
10;2017_08_04_16:30:22;MLP;950.0;993.0;441.0;392.0;362.0;344.0;48.0;79.0;84.75;69.54;0.82;0.12;0.88;0.82;0.85;0.88;0.18;0.81;0.88;0.84
11;2017_08_04_16:30:22;RandomForest;950.0;993.0;441.0;392.0;323.0;358.0;34.0;118.0;81.75;63.81;0.73;0.09;0.9;0.73;0.81;0.91;0.27;0.75;0.91;0.82
12;2017_08_04_16:30:22;AdaBoost;950.0;993.0;441.0;392.0;264.0;368.0;24.0;177.0;75.87;52.6;0.6;0.06;0.92;0.6;0.73;0.94;0.4;0.68;0.94;0.79
13;2017_08_04_16:30:22;Vote;950.0;993.0;441.0;392.0;363.0;349.0;43.0;78.0;85.47;70.99;0.82;0.11;0.89;0.82;0.85;0.89;0.18;0.82;0.89;0.85
14;2017_08_04_16:08:56;LogisticRegression;967.0;976.0;424.0;409.0;339.0;361.0;48.0;85.0;84.03;68.11;0.8;0.12;0.88;0.8;0.84;0.88;0.2;0.81;0.88;0.84
15;2017_08_04_16:08:56;NaiveBayes;967.0;976.0;424.0;409.0;381.0;338.0;71.0;43.0;86.31;72.59;0.9;0.17;0.84;0.9;0.87;0.83;0.1;0.89;0.83;0.86
16;2017_08_04_16:08:56;MultinomialNB;967.0;976.0;424.0;409.0;384.0;339.0;70.0;40.0;86.79;73.55;0.91;0.17;0.85;0.91;0.88;0.83;0.09;0.89;0.83;0.86
17;2017_08_04_16:08:56;BernoulliNB;967.0;976.0;424.0;409.0;384.0;342.0;67.0;40.0;87.15;74.27;0.91;0.16;0.85;0.91;0.88;0.84;0.09;0.9;0.84;0.87
18;2017_08_04_16:08:56;LinearSVC;967.0;976.0;424.0;409.0;341.0;349.0;60.0;83.0;82.83;65.69;0.8;0.15;0.85;0.8;0.82;0.85;0.2;0.81;0.85;0.83
19;2017_08_04_16:08:56;SVC;967.0;976.0;424.0;409.0;335.0;347.0;62.0;89.0;81.87;63.78;0.79;0.15;0.84;0.79;0.81;0.85;0.21;0.8;0.85;0.82
20;2017_08_04_16:08:56;SVC;967.0;976.0;424.0;409.0;0.0;409.0;0.0;424.0;49.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
21;2017_08_04_16:08:56;SVC;967.0;976.0;424.0;409.0;20.0;409.0;0.0;404.0;51.5;4.64;0.05;0.0;1.0;0.05;0.1;1.0;0.95;0.5;1.0;0.67
22;2017_08_04_16:08:56;SVC;967.0;976.0;424.0;409.0;326.0;324.0;85.0;98.0;78.03;56.07;0.77;0.21;0.79;0.77;0.78;0.79;0.23;0.77;0.79;0.78
23;2017_08_04_16:08:56;SGD;967.0;976.0;424.0;409.0;365.0;323.0;86.0;59.0;82.59;65.13;0.86;0.21;0.81;0.86;0.83;0.79;0.14;0.85;0.79;0.82
24;2017_08_04_16:08:56;MLP;967.0;976.0;424.0;409.0;345.0;357.0;52.0;79.0;84.27;68.57;0.81;0.13;0.87;0.81;0.84;0.87;0.19;0.82;0.87;0.84
25;2017_08_04_16:08:56;RandomForest;967.0;976.0;424.0;409.0;337.0;352.0;57.0;87.0;82.71;65.46;0.79;0.14;0.86;0.79;0.82;0.86;0.21;0.8;0.86;0.83
26;2017_08_04_16:08:56;AdaBoost;967.0;976.0;424.0;409.0;246.0;376.0;33.0;178.0;74.67;49.64;0.58;0.08;0.88;0.58;0.7;0.92;0.42;0.68;0.92;0.78
27;2017_08_04_16:08:56;Vote;967.0;976.0;424.0;409.0;361.0;359.0;50.0;63.0;86.43;72.88;0.85;0.12;0.88;0.85;0.86;0.88;0.15;0.85;0.88;0.86
28;2017_08_04_15:47:45;LogisticRegression;959.0;984.0;432.0;401.0;371.0;357.0;44.0;61.0;87.39;74.79;0.86;0.11;0.89;0.86;0.87;0.89;0.14;0.85;0.89;0.87
29;2017_08_04_15:47:45;NaiveBayes;959.0;984.0;432.0;401.0;396.0;328.0;73.0;36.0;86.91;73.71;0.92;0.18;0.84;0.92;0.88;0.82;0.08;0.9;0.82;0.86
30;2017_08_04_15:47:45;MultinomialNB;959.0;984.0;432.0;401.0;396.0;330.0;71.0;36.0;87.15;74.19;0.92;0.18;0.85;0.92;0.88;0.82;0.08;0.9;0.82;0.86
31;2017_08_04_15:47:45;BernoulliNB;959.0;984.0;432.0;401.0;396.0;332.0;69.0;36.0;87.39;74.68;0.92;0.17;0.85;0.92;0.88;0.83;0.08;0.9;0.83;0.86
32;2017_08_04_15:47:45;LinearSVC;959.0;984.0;432.0;401.0;366.0;340.0;61.0;66.0;84.75;69.48;0.85;0.15;0.86;0.85;0.85;0.85;0.15;0.84;0.85;0.84
33;2017_08_04_15:47:45;SVC;959.0;984.0;432.0;401.0;361.0;339.0;62.0;71.0;84.03;68.05;0.84;0.15;0.85;0.84;0.84;0.85;0.16;0.83;0.85;0.84
34;2017_08_04_15:47:45;SVC;959.0;984.0;432.0;401.0;0.0;401.0;0.0;432.0;48.14;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.48;1.0;0.65
35;2017_08_04_15:47:45;SVC;959.0;984.0;432.0;401.0;15.0;400.0;1.0;417.0;49.82;3.11;0.03;0.0;0.94;0.03;0.06;1.0;0.97;0.49;1.0;0.66
36;2017_08_04_15:47:45;SVC;959.0;984.0;432.0;401.0;346.0;306.0;95.0;86.0;78.27;56.45;0.8;0.24;0.78;0.8;0.79;0.76;0.2;0.78;0.76;0.77
37;2017_08_04_15:47:45;SGD;959.0;984.0;432.0;401.0;335.0;357.0;44.0;97.0;83.07;66.26;0.78;0.11;0.88;0.78;0.83;0.89;0.22;0.79;0.89;0.84
38;2017_08_04_15:47:45;MLP;959.0;984.0;432.0;401.0;370.0;347.0;54.0;62.0;86.07;72.13;0.86;0.13;0.87;0.86;0.86;0.87;0.14;0.85;0.87;0.86
39;2017_08_04_15:47:45;RandomForest;959.0;984.0;432.0;401.0;345.0;353.0;48.0;87.0;83.79;67.65;0.8;0.12;0.88;0.8;0.84;0.88;0.2;0.8;0.88;0.84
40;2017_08_04_15:47:45;AdaBoost;959.0;984.0;432.0;401.0;263.0;366.0;35.0;169.0;75.51;51.53;0.61;0.09;0.88;0.61;0.72;0.91;0.39;0.68;0.91;0.78
41;2017_08_04_15:47:45;Vote;959.0;984.0;432.0;401.0;373.0;351.0;50.0;59.0;86.91;73.81;0.86;0.12;0.88;0.86;0.87;0.88;0.14;0.86;0.88;0.87
42;2017_08_04_15:27:52;LogisticRegression;965.0;978.0;426.0;407.0;361.0;356.0;51.0;65.0;86.07;72.16;0.85;0.13;0.88;0.85;0.86;0.87;0.15;0.85;0.87;0.86
43;2017_08_04_15:27:52;NaiveBayes;965.0;978.0;426.0;407.0;384.0;331.0;76.0;42.0;85.83;71.6;0.9;0.19;0.83;0.9;0.86;0.81;0.1;0.89;0.81;0.85
44;2017_08_04_15:27:52;MultinomialNB;965.0;978.0;426.0;407.0;388.0;324.0;83.0;38.0;85.47;70.86;0.91;0.2;0.82;0.91;0.86;0.8;0.09;0.9;0.8;0.85
45;2017_08_04_15:27:52;BernoulliNB;965.0;978.0;426.0;407.0;384.0;329.0;78.0;42.0;85.59;71.12;0.9;0.19;0.83;0.9;0.86;0.81;0.1;0.89;0.81;0.85
46;2017_08_04_15:27:52;LinearSVC;965.0;978.0;426.0;407.0;355.0;342.0;65.0;71.0;83.67;67.34;0.83;0.16;0.85;0.83;0.84;0.84;0.17;0.83;0.84;0.83
47;2017_08_04_15:27:52;SVC;965.0;978.0;426.0;407.0;350.0;339.0;68.0;76.0;82.71;65.42;0.82;0.17;0.84;0.82;0.83;0.83;0.18;0.82;0.83;0.82
48;2017_08_04_15:27:52;SVC;965.0;978.0;426.0;407.0;0.0;407.0;0.0;426.0;48.86;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
49;2017_08_04_15:27:52;SVC;965.0;978.0;426.0;407.0;13.0;407.0;0.0;413.0;50.42;2.98;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.5;1.0;0.67
50;2017_08_04_15:27:52;SVC;965.0;978.0;426.0;407.0;325.0;323.0;84.0;101.0;77.79;55.6;0.76;0.21;0.79;0.76;0.77;0.79;0.24;0.76;0.79;0.77
51;2017_08_04_15:27:52;SGD;965.0;978.0;426.0;407.0;325.0;358.0;49.0;101.0;81.99;64.07;0.76;0.12;0.87;0.76;0.81;0.88;0.24;0.78;0.88;0.83
52;2017_08_04_15:27:52;MLP;965.0;978.0;426.0;407.0;360.0;359.0;48.0;66.0;86.31;72.64;0.85;0.12;0.88;0.85;0.86;0.88;0.15;0.84;0.88;0.86
53;2017_08_04_15:27:52;RandomForest;965.0;978.0;426.0;407.0;340.0;357.0;50.0;86.0;83.67;67.39;0.8;0.12;0.87;0.8;0.83;0.88;0.2;0.81;0.88;0.84
54;2017_08_04_15:27:52;AdaBoost;965.0;978.0;426.0;407.0;240.0;378.0;29.0;186.0;74.19;48.79;0.56;0.07;0.89;0.56;0.69;0.93;0.44;0.67;0.93;0.78
55;2017_08_04_15:27:52;Vote;965.0;978.0;426.0;407.0;363.0;360.0;47.0;63.0;86.79;73.6;0.85;0.12;0.89;0.85;0.87;0.88;0.15;0.85;0.88;0.86
56;2017_08_04_15:06:06;LogisticRegression;957.0;986.0;434.0;399.0;350.0;357.0;42.0;84.0;84.87;69.82;0.81;0.11;0.89;0.81;0.85;0.89;0.19;0.81;0.89;0.85
57;2017_08_04_15:06:06;NaiveBayes;957.0;986.0;434.0;399.0;382.0;324.0;75.0;52.0;84.75;69.38;0.88;0.19;0.84;0.88;0.86;0.81;0.12;0.86;0.81;0.83
58;2017_08_04_15:06:06;MultinomialNB;957.0;986.0;434.0;399.0;386.0;321.0;78.0;48.0;84.87;69.6;0.89;0.2;0.83;0.89;0.86;0.8;0.11;0.87;0.8;0.83
59;2017_08_04_15:06:06;BernoulliNB;957.0;986.0;434.0;399.0;383.0;327.0;72.0;51.0;85.23;70.35;0.88;0.18;0.84;0.88;0.86;0.82;0.12;0.87;0.82;0.84
60;2017_08_04_15:06:06;LinearSVC;957.0;986.0;434.0;399.0;352.0;341.0;58.0;82.0;83.19;66.41;0.81;0.15;0.86;0.81;0.83;0.85;0.19;0.81;0.85;0.83
61;2017_08_04_15:06:06;SVC;957.0;986.0;434.0;399.0;352.0;335.0;64.0;82.0;82.47;64.95;0.81;0.16;0.85;0.81;0.83;0.84;0.19;0.8;0.84;0.82
62;2017_08_04_15:06:06;SVC;957.0;986.0;434.0;399.0;0.0;399.0;0.0;434.0;47.9;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.48;1.0;0.65
63;2017_08_04_15:06:06;SVC;957.0;986.0;434.0;399.0;10.0;399.0;0.0;424.0;49.1;2.21;0.02;0.0;1.0;0.02;0.04;1.0;0.98;0.48;1.0;0.65
64;2017_08_04_15:06:06;SVC;957.0;986.0;434.0;399.0;340.0;312.0;87.0;94.0;78.27;56.5;0.78;0.22;0.8;0.78;0.79;0.78;0.22;0.77;0.78;0.77
65;2017_08_04_15:06:06;SGD;957.0;986.0;434.0;399.0;366.0;317.0;82.0;68.0;81.99;63.87;0.84;0.21;0.82;0.84;0.83;0.79;0.16;0.82;0.79;0.8
66;2017_08_04_15:06:06;MLP;957.0;986.0;434.0;399.0;355.0;348.0;51.0;79.0;84.39;68.82;0.82;0.13;0.87;0.82;0.84;0.87;0.18;0.81;0.87;0.84
67;2017_08_04_15:06:06;RandomForest;957.0;986.0;434.0;399.0;327.0;360.0;39.0;107.0;82.47;65.12;0.75;0.1;0.89;0.75;0.81;0.9;0.25;0.77;0.9;0.83
68;2017_08_04_15:06:06;AdaBoost;957.0;986.0;434.0;399.0;250.0;374.0;25.0;184.0;74.91;50.53;0.58;0.06;0.91;0.58;0.71;0.94;0.42;0.67;0.94;0.78
69;2017_08_04_15:06:06;Vote;957.0;986.0;434.0;399.0;360.0;350.0;49.0;74.0;85.23;70.49;0.83;0.12;0.88;0.83;0.85;0.88;0.17;0.83;0.88;0.85
70;2017_08_04_14:44:45;LogisticRegression;957.0;986.0;434.0;399.0;354.0;348.0;51.0;80.0;84.27;68.58;0.82;0.13;0.87;0.82;0.84;0.87;0.18;0.81;0.87;0.84
71;2017_08_04_14:44:45;NaiveBayes;957.0;986.0;434.0;399.0;387.0;331.0;68.0;47.0;86.19;72.28;0.89;0.17;0.85;0.89;0.87;0.83;0.11;0.88;0.83;0.85
72;2017_08_04_14:44:45;MultinomialNB;957.0;986.0;434.0;399.0;395.0;328.0;71.0;39.0;86.79;73.46;0.91;0.18;0.85;0.91;0.88;0.82;0.09;0.89;0.82;0.85
73;2017_08_04_14:44:45;BernoulliNB;957.0;986.0;434.0;399.0;391.0;335.0;64.0;43.0;87.15;74.21;0.9;0.16;0.86;0.9;0.88;0.84;0.1;0.89;0.84;0.86
74;2017_08_04_14:44:45;LinearSVC;957.0;986.0;434.0;399.0;354.0;333.0;66.0;80.0;82.47;64.93;0.82;0.17;0.84;0.82;0.83;0.83;0.18;0.81;0.83;0.82
75;2017_08_04_14:44:45;SVC;957.0;986.0;434.0;399.0;351.0;329.0;70.0;83.0;81.63;63.25;0.81;0.18;0.83;0.81;0.82;0.82;0.19;0.8;0.82;0.81
76;2017_08_04_14:44:45;SVC;957.0;986.0;434.0;399.0;0.0;399.0;0.0;434.0;47.9;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.48;1.0;0.65
77;2017_08_04_14:44:45;SVC;957.0;986.0;434.0;399.0;13.0;399.0;0.0;421.0;49.46;2.87;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.49;1.0;0.66
78;2017_08_04_14:44:45;SVC;957.0;986.0;434.0;399.0;338.0;315.0;84.0;96.0;78.39;56.76;0.78;0.21;0.8;0.78;0.79;0.79;0.22;0.77;0.79;0.78
79;2017_08_04_14:44:45;SGD;957.0;986.0;434.0;399.0;326.0;342.0;57.0;108.0;80.19;60.52;0.75;0.14;0.85;0.75;0.8;0.86;0.25;0.76;0.86;0.81
80;2017_08_04_14:44:45;MLP;957.0;986.0;434.0;399.0;353.0;341.0;58.0;81.0;83.31;66.65;0.81;0.15;0.86;0.81;0.83;0.85;0.19;0.81;0.85;0.83
81;2017_08_04_14:44:45;RandomForest;957.0;986.0;434.0;399.0;344.0;351.0;48.0;90.0;83.43;66.95;0.79;0.12;0.88;0.79;0.83;0.88;0.21;0.8;0.88;0.84
82;2017_08_04_14:44:45;AdaBoost;957.0;986.0;434.0;399.0;229.0;374.0;25.0;205.0;72.39;45.67;0.53;0.06;0.9;0.53;0.67;0.94;0.47;0.65;0.94;0.77
83;2017_08_04_14:44:45;Vote;957.0;986.0;434.0;399.0;358.0;345.0;54.0;76.0;84.39;68.8;0.82;0.14;0.87;0.82;0.84;0.86;0.18;0.82;0.86;0.84
84;2017_08_04_14:23:42;LogisticRegression;999.0;944.0;392.0;441.0;333.0;384.0;57.0;59.0;86.07;72.04;0.85;0.13;0.85;0.85;0.85;0.87;0.15;0.87;0.87;0.87
85;2017_08_04_14:23:42;NaiveBayes;999.0;944.0;392.0;441.0;354.0;371.0;70.0;38.0;87.03;74.1;0.9;0.16;0.83;0.9;0.86;0.84;0.1;0.91;0.84;0.87
86;2017_08_04_14:23:42;MultinomialNB;999.0;944.0;392.0;441.0;356.0;364.0;77.0;36.0;86.43;72.93;0.91;0.17;0.82;0.91;0.86;0.83;0.09;0.91;0.83;0.87
87;2017_08_04_14:23:42;BernoulliNB;999.0;944.0;392.0;441.0;358.0;359.0;82.0;34.0;86.07;72.24;0.91;0.19;0.81;0.91;0.86;0.81;0.09;0.91;0.81;0.86
88;2017_08_04_14:23:42;LinearSVC;999.0;944.0;392.0;441.0;325.0;376.0;65.0;67.0;84.15;68.19;0.83;0.15;0.83;0.83;0.83;0.85;0.17;0.85;0.85;0.85
89;2017_08_04_14:23:42;SVC;999.0;944.0;392.0;441.0;324.0;373.0;68.0;68.0;83.67;67.23;0.83;0.15;0.83;0.83;0.83;0.85;0.17;0.85;0.85;0.85
90;2017_08_04_14:23:42;SVC;999.0;944.0;392.0;441.0;392.0;0.0;441.0;0.0;47.06;0.0;1.0;1.0;0.47;1.0;0.64;0.0;0.0;0.0;0.0;0.0
91;2017_08_04_14:23:42;SVC;999.0;944.0;392.0;441.0;392.0;6.0;435.0;0.0;47.78;1.28;1.0;0.99;0.47;1.0;0.64;0.01;0.0;1.0;0.01;0.02
92;2017_08_04_14:23:42;SVC;999.0;944.0;392.0;441.0;309.0;343.0;98.0;83.0;78.27;56.48;0.79;0.22;0.76;0.79;0.77;0.78;0.21;0.81;0.78;0.79
93;2017_08_04_14:23:42;SGD;999.0;944.0;392.0;441.0;345.0;352.0;89.0;47.0;83.67;67.43;0.88;0.2;0.79;0.88;0.83;0.8;0.12;0.88;0.8;0.84
94;2017_08_04_14:23:42;MLP;999.0;944.0;392.0;441.0;331.0;381.0;60.0;61.0;85.47;70.84;0.84;0.14;0.85;0.84;0.84;0.86;0.16;0.86;0.86;0.86
95;2017_08_04_14:23:42;RandomForest;999.0;944.0;392.0;441.0;316.0;385.0;56.0;76.0;84.15;68.11;0.81;0.13;0.85;0.81;0.83;0.87;0.19;0.84;0.87;0.85
96;2017_08_04_14:23:42;AdaBoost;999.0;944.0;392.0;441.0;238.0;406.0;35.0;154.0;77.31;53.68;0.61;0.08;0.87;0.61;0.72;0.92;0.39;0.72;0.92;0.81
97;2017_08_04_14:23:42;Vote;999.0;944.0;392.0;441.0;340.0;382.0;59.0;52.0;86.67;73.28;0.87;0.13;0.85;0.87;0.86;0.87;0.13;0.88;0.87;0.87
98;2017_08_04_14:02:20;LogisticRegression;984.0;959.0;407.0;426.0;340.0;362.0;64.0;67.0;84.27;68.53;0.84;0.15;0.84;0.84;0.84;0.85;0.16;0.84;0.85;0.84
99;2017_08_04_14:02:20;NaiveBayes;984.0;959.0;407.0;426.0;365.0;341.0;85.0;42.0;84.75;69.56;0.9;0.2;0.81;0.9;0.85;0.8;0.1;0.89;0.8;0.84
100;2017_08_04_14:02:20;MultinomialNB;984.0;959.0;407.0;426.0;369.0;332.0;94.0;38.0;84.15;68.39;0.91;0.22;0.8;0.91;0.85;0.78;0.09;0.9;0.78;0.84
101;2017_08_04_14:02:20;BernoulliNB;984.0;959.0;407.0;426.0;369.0;332.0;94.0;38.0;84.15;68.39;0.91;0.22;0.8;0.91;0.85;0.78;0.09;0.9;0.78;0.84
102;2017_08_04_14:02:20;LinearSVC;984.0;959.0;407.0;426.0;333.0;352.0;74.0;74.0;82.23;64.45;0.82;0.17;0.82;0.82;0.82;0.83;0.18;0.83;0.83;0.83
103;2017_08_04_14:02:20;SVC;984.0;959.0;407.0;426.0;332.0;353.0;73.0;75.0;82.23;64.44;0.82;0.17;0.82;0.82;0.82;0.83;0.18;0.82;0.83;0.82
104;2017_08_04_14:02:20;SVC;984.0;959.0;407.0;426.0;407.0;0.0;426.0;0.0;48.86;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
105;2017_08_04_14:02:20;SVC;984.0;959.0;407.0;426.0;405.0;12.0;414.0;2.0;50.06;2.27;1.0;0.97;0.49;1.0;0.66;0.03;0.0;0.86;0.03;0.06
106;2017_08_04_14:02:20;SVC;984.0;959.0;407.0;426.0;319.0;326.0;100.0;88.0;77.43;54.87;0.78;0.23;0.76;0.78;0.77;0.77;0.22;0.79;0.77;0.78
107;2017_08_04_14:02:20;SGD;984.0;959.0;407.0;426.0;312.0;371.0;55.0;95.0;81.99;63.89;0.77;0.13;0.85;0.77;0.81;0.87;0.23;0.8;0.87;0.83
108;2017_08_04_14:02:20;MLP;984.0;959.0;407.0;426.0;338.0;360.0;66.0;69.0;83.79;67.56;0.83;0.15;0.84;0.83;0.83;0.85;0.17;0.84;0.85;0.84
109;2017_08_04_14:02:20;RandomForest;984.0;959.0;407.0;426.0;315.0;368.0;58.0;92.0;81.99;63.9;0.77;0.14;0.84;0.77;0.8;0.86;0.23;0.8;0.86;0.83
110;2017_08_04_14:02:20;AdaBoost;984.0;959.0;407.0;426.0;230.0;387.0;39.0;177.0;74.07;47.72;0.57;0.09;0.86;0.57;0.69;0.91;0.43;0.69;0.91;0.78
111;2017_08_04_14:02:20;Vote;984.0;959.0;407.0;426.0;346.0;365.0;61.0;61.0;85.35;70.69;0.85;0.14;0.85;0.85;0.85;0.86;0.15;0.86;0.86;0.86
112;2017_08_04_13:28:23;LogisticRegression;981.0;962.0;410.0;423.0;336.0;374.0;49.0;74.0;85.23;70.43;0.82;0.12;0.87;0.82;0.84;0.88;0.18;0.83;0.88;0.85
113;2017_08_04_13:28:23;NaiveBayes;981.0;962.0;410.0;423.0;370.0;353.0;70.0;40.0;86.79;73.61;0.9;0.17;0.84;0.9;0.87;0.83;0.1;0.9;0.83;0.86
114;2017_08_04_13:28:23;MultinomialNB;981.0;962.0;410.0;423.0;373.0;346.0;77.0;37.0;86.31;72.66;0.91;0.18;0.83;0.91;0.87;0.82;0.09;0.9;0.82;0.86
115;2017_08_04_13:28:23;BernoulliNB;981.0;962.0;410.0;423.0;373.0;346.0;77.0;37.0;86.31;72.66;0.91;0.18;0.83;0.91;0.87;0.82;0.09;0.9;0.82;0.86
116;2017_08_04_13:28:23;LinearSVC;981.0;962.0;410.0;423.0;337.0;356.0;67.0;73.0;83.19;66.37;0.82;0.16;0.83;0.82;0.82;0.84;0.18;0.83;0.84;0.83
117;2017_08_04_13:28:23;SVC;981.0;962.0;410.0;423.0;338.0;359.0;64.0;72.0;83.67;67.33;0.82;0.15;0.84;0.82;0.83;0.85;0.18;0.83;0.85;0.84
118;2017_08_04_13:28:23;SVC;981.0;962.0;410.0;423.0;410.0;0.0;423.0;0.0;49.22;0.0;1.0;1.0;0.49;1.0;0.66;0.0;0.0;0.0;0.0;0.0
119;2017_08_04_13:28:23;SVC;981.0;962.0;410.0;423.0;407.0;12.0;411.0;3.0;50.3;2.07;0.99;0.97;0.5;0.99;0.66;0.03;0.01;0.8;0.03;0.06
120;2017_08_04_13:28:23;SVC;981.0;962.0;410.0;423.0;332.0;327.0;96.0;78.0;79.11;58.24;0.81;0.23;0.78;0.81;0.79;0.77;0.19;0.81;0.77;0.79
121;2017_08_04_13:28:23;SGD;981.0;962.0;410.0;423.0;316.0;373.0;50.0;94.0;82.71;65.36;0.77;0.12;0.86;0.77;0.81;0.88;0.23;0.8;0.88;0.84
122;2017_08_04_13:28:23;MLP;981.0;962.0;410.0;423.0;336.0;373.0;50.0;74.0;85.11;70.19;0.82;0.12;0.87;0.82;0.84;0.88;0.18;0.83;0.88;0.85
123;2017_08_04_13:28:23;RandomForest;981.0;962.0;410.0;423.0;303.0;380.0;43.0;107.0;81.99;63.89;0.74;0.1;0.88;0.74;0.8;0.9;0.26;0.78;0.9;0.84
124;2017_08_04_13:28:23;AdaBoost;981.0;962.0;410.0;423.0;229.0;394.0;29.0;181.0;74.79;49.28;0.56;0.07;0.89;0.56;0.69;0.93;0.44;0.69;0.93;0.79
125;2017_08_04_13:28:23;Vote;981.0;962.0;410.0;423.0;338.0;376.0;47.0;72.0;85.71;71.39;0.82;0.11;0.88;0.82;0.85;0.89;0.18;0.84;0.89;0.86
126;2017_08_04_13:06:07;LogisticRegression;970.0;973.0;421.0;412.0;350.0;364.0;48.0;71.0;85.71;71.44;0.83;0.12;0.88;0.83;0.85;0.88;0.17;0.84;0.88;0.86
127;2017_08_04_13:06:07;NaiveBayes;970.0;973.0;421.0;412.0;378.0;351.0;61.0;43.0;87.52;75.02;0.9;0.15;0.86;0.9;0.88;0.85;0.1;0.89;0.85;0.87
128;2017_08_04_13:06:07;MultinomialNB;970.0;973.0;421.0;412.0;376.0;350.0;62.0;45.0;87.15;74.3;0.89;0.15;0.86;0.89;0.87;0.85;0.11;0.89;0.85;0.87
129;2017_08_04_13:06:07;BernoulliNB;970.0;973.0;421.0;412.0;375.0;350.0;62.0;46.0;87.03;74.06;0.89;0.15;0.86;0.89;0.87;0.85;0.11;0.88;0.85;0.86
130;2017_08_04_13:06:07;LinearSVC;970.0;973.0;421.0;412.0;342.0;349.0;63.0;79.0;82.95;65.92;0.81;0.15;0.84;0.81;0.82;0.85;0.19;0.82;0.85;0.83
131;2017_08_04_13:06:07;SVC;970.0;973.0;421.0;412.0;339.0;347.0;65.0;82.0;82.35;64.72;0.81;0.16;0.84;0.81;0.82;0.84;0.19;0.81;0.84;0.82
132;2017_08_04_13:06:07;SVC;970.0;973.0;421.0;412.0;0.0;412.0;0.0;421.0;49.46;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.49;1.0;0.66
133;2017_08_04_13:06:07;SVC;970.0;973.0;421.0;412.0;16.0;412.0;0.0;405.0;51.38;3.76;0.04;0.0;1.0;0.04;0.08;1.0;0.96;0.5;1.0;0.67
134;2017_08_04_13:06:07;SVC;970.0;973.0;421.0;412.0;326.0;333.0;79.0;95.0;79.11;58.24;0.77;0.19;0.8;0.77;0.78;0.81;0.23;0.78;0.81;0.79
135;2017_08_04_13:06:07;SGD;970.0;973.0;421.0;412.0;337.0;334.0;78.0;84.0;80.55;61.11;0.8;0.19;0.81;0.8;0.8;0.81;0.2;0.8;0.81;0.8
136;2017_08_04_13:06:07;MLP;970.0;973.0;421.0;412.0;347.0;367.0;45.0;74.0;85.71;71.45;0.82;0.11;0.89;0.82;0.85;0.89;0.18;0.83;0.89;0.86
