;time_stamp;Name;Kernel;gamma;C;Train_News;Train_Spam;Test_News;Test_Spam;True_News;True_Spam;False_News;False_Spam;Accuracy;Kappa;News_TPR;News_FPR;News_Prec;News_Recall;News_F1;Spam_TPR;Spam_FPR;Spam_Prec;Spam_Recall;Spam_F1
149;2017_08_02_19:01:46;SVC;poly;10.0;100.0;983.0;960.0;408.0;425.0;117.0;414.0;11.0;291.0;63.75;26.45;0.29;0.03;0.91;0.29;0.44;0.97;0.71;0.59;0.97;0.73
150;2017_08_02_19:01:46;SVC;rbf;10.0;100.0;983.0;960.0;408.0;425.0;408.0;7.0;418.0;0.0;49.82;1.61;1.0;0.98;0.49;1.0;0.66;0.02;0.0;1.0;0.02;0.04
151;2017_08_02_19:01:46;SVC;sigmoid;10.0;100.0;983.0;960.0;408.0;425.0;408.0;7.0;418.0;0.0;49.82;1.61;1.0;0.98;0.49;1.0;0.66;0.02;0.0;1.0;0.02;0.04
152;2017_08_02_18:58:44;SVC;linear;1.0;100.0;967.0;976.0;424.0;409.0;324.0;348.0;61.0;100.0;80.67;61.4;0.76;0.15;0.84;0.76;0.8;0.85;0.24;0.78;0.85;0.81
153;2017_08_02_18:58:44;SVC;poly;1.0;100.0;967.0;976.0;424.0;409.0;142.0;394.0;15.0;282.0;64.35;29.48;0.33;0.04;0.9;0.33;0.48;0.96;0.67;0.58;0.96;0.72
154;2017_08_02_18:58:44;SVC;rbf;1.0;100.0;967.0;976.0;424.0;409.0;211.0;387.0;22.0;213.0;71.79;44.02;0.5;0.05;0.91;0.5;0.65;0.95;0.5;0.65;0.95;0.77
155;2017_08_02_18:58:44;SVC;sigmoid;1.0;100.0;967.0;976.0;424.0;409.0;211.0;387.0;22.0;213.0;71.79;44.02;0.5;0.05;0.91;0.5;0.65;0.95;0.5;0.65;0.95;0.77
156;2017_08_02_18:48:27;SVC;linear;10000.0;100.0;957.0;986.0;434.0;399.0;355.0;339.0;60.0;79.0;83.31;66.63;0.82;0.15;0.86;0.82;0.84;0.85;0.18;0.81;0.85;0.83
157;2017_08_02_18:48:27;SVC;poly;10000.0;100.0;957.0;986.0;434.0;399.0;145.0;384.0;15.0;289.0;63.51;28.85;0.33;0.04;0.91;0.33;0.48;0.96;0.67;0.57;0.96;0.72
158;2017_08_02_18:48:27;SVC;rbf;10000.0;100.0;957.0;986.0;434.0;399.0;15.0;399.0;0.0;419.0;49.7;3.32;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.49;1.0;0.66
159;2017_08_02_18:48:27;SVC;sigmoid;10000.0;100.0;957.0;986.0;434.0;399.0;15.0;399.0;0.0;419.0;49.7;3.32;0.03;0.0;1.0;0.03;0.06;1.0;0.97;0.49;1.0;0.66
160;2017_08_02_18:45:22;SVC;linear;1000.0;100.0;974.0;969.0;417.0;416.0;314.0;348.0;68.0;103.0;79.47;58.95;0.75;0.16;0.82;0.75;0.78;0.84;0.25;0.77;0.84;0.8
161;2017_08_02_18:45:22;SVC;poly;1000.0;100.0;974.0;969.0;417.0;416.0;123.0;398.0;18.0;294.0;62.55;25.15;0.29;0.04;0.87;0.29;0.43;0.96;0.71;0.58;0.96;0.72
162;2017_08_02_18:45:22;SVC;rbf;1000.0;100.0;974.0;969.0;417.0;416.0;12.0;415.0;1.0;405.0;51.26;2.63;0.03;0.0;0.92;0.03;0.06;1.0;0.97;0.51;1.0;0.68
163;2017_08_02_18:45:22;SVC;sigmoid;1000.0;100.0;974.0;969.0;417.0;416.0;12.0;415.0;1.0;405.0;51.26;2.63;0.03;0.0;0.92;0.03;0.06;1.0;0.97;0.51;1.0;0.68
164;2017_08_02_18:42:40;SVC;linear;100.0;100.0;970.0;973.0;421.0;412.0;329.0;354.0;58.0;92.0;81.99;64.01;0.78;0.14;0.85;0.78;0.81;0.86;0.22;0.79;0.86;0.82
165;2017_08_02_18:42:40;SVC;poly;100.0;100.0;970.0;973.0;421.0;412.0;135.0;397.0;15.0;286.0;63.87;28.23;0.32;0.04;0.9;0.32;0.47;0.96;0.68;0.58;0.96;0.72
166;2017_08_02_18:42:40;SVC;rbf;100.0;100.0;970.0;973.0;421.0;412.0;19.0;412.0;0.0;402.0;51.74;4.47;0.05;0.0;1.0;0.05;0.1;1.0;0.95;0.51;1.0;0.68
