time_stamp;Train_News;Train_Spam;Accuracy;Kappa;News_F1;AdaBoost;BernoulliNB;LinearSVC;LogisticRegression;MLP;MultinomialNB;NaiveBayes;RandomForest;SGD;SVC;Vote
2017_08_02_11:13:48;955.0;988.0;47.66;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:13:48;955.0;988.0;48.62;1.75;0.04;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:13:48;955.0;988.0;76.71;53.41;0.77;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:13:48;955.0;988.0;80.19;60.63;0.79;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_11:13:48;955.0;988.0;83.79;67.65;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;80.79;61.77;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_11:13:48;955.0;988.0;71.31;43.65;0.66;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_11:13:48;955.0;988.0;85.23;70.53;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_11:00:01;965.0;978.0;84.51;69.03;0.84;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;86.79;73.52;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;86.55;73.04;0.88;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;86.91;73.77;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;83.55;67.1;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;83.67;67.34;0.84;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:00:01;965.0;978.0;48.86;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:00:01;965.0;978.0;50.3;2.75;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:00:01;965.0;978.0;77.07;54.14;0.77;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_11:00:01;965.0;978.0;82.71;65.4;0.83;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_11:00:01;965.0;978.0;83.91;67.83;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;81.63;63.33;0.81;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_11:00:01;965.0;978.0;74.55;49.43;0.71;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_11:00:01;965.0;978.0;85.11;70.22;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_10:47:02;968.0;975.0;84.75;69.49;0.85;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;86.31;72.59;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;85.35;70.66;0.86;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;86.07;72.11;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;82.47;64.92;0.83;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;82.23;64.44;0.82;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:47:02;968.0;975.0;49.22;0.0;0.0;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:47:02;968.0;975.0;50.78;3.03;0.06;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:47:02;968.0;975.0;78.63;57.27;0.78;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:47:02;968.0;975.0;81.63;63.29;0.81;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_10:47:02;968.0;975.0;84.39;68.78;0.84;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;81.27;62.6;0.8;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_10:47:02;968.0;975.0;74.67;49.59;0.7;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_10:47:02;968.0;975.0;85.23;70.46;0.85;0;0;0;0;0;0;0;0;0;0;1
2017_08_02_10:30:23;987.0;956.0;86.43;72.88;0.86;0;0;0;1;0;0;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;86.91;73.91;0.87;0;0;0;0;0;0;1;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;86.43;72.96;0.87;0;0;0;0;0;1;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;86.31;72.73;0.87;0;1;0;0;0;0;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;86.31;72.63;0.86;0;0;1;0;0;0;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;86.19;72.41;0.86;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:30:23;987.0;956.0;48.5;0.0;0.65;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:30:23;987.0;956.0;49.94;2.72;0.66;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:30:23;987.0;956.0;80.67;61.43;0.81;0;0;0;0;0;0;0;0;0;1;0
2017_08_02_10:30:23;987.0;956.0;84.39;68.75;0.83;0;0;0;0;0;0;0;0;1;0;0
2017_08_02_10:30:23;987.0;956.0;85.83;71.69;0.85;0;0;0;0;1;0;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;84.87;69.66;0.84;0;0;0;0;0;0;0;1;0;0;0
2017_08_02_10:30:23;987.0;956.0;77.31;54.17;0.72;1;0;0;0;0;0;0;0;0;0;0
2017_08_02_10:30:23;987.0;956.0;87.03;74.08;0.87;0;0;0;0;0;0;0;0;0;0;1
