;id;timestamp;Linear Regression;Logistic Regression;Nearest Neighbors;RBF SVM;Linear SVM;Decision Tree;Random Forest;Neural Net;AdaBoost;Naive Bayes;QDA
0;869132139186573312;2017_06_12 11:19:37;[ 1.54865762];[2];[1];[2];[ 1.97507753];[2];[2];[2];[2];[2];[2]
0;866630898715947009;2017_06_12 11:19:37;[ 1.27644586];[2];[1];[2];[-788.09757422];[1];[2];[1];[1];[2];[1]
0;860779411116888064;2017_06_12 11:19:37;[ 1.51911452];[2];[2];[2];[ 2.06887196];[2];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_12 11:19:38;[ 1.64962384];[2];[2];[2];[-60.76647241];[2];[2];[2];[2];[2];[1]
0;866661103203360768;2017_06_08 16:39:08;[ 0.89870488];[2];[2];[2];[-3.87583819];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:39:09;[ 0.88489875];[1];[1];[2];[-865.84846751];[1];[2];[2];[1];[1];[2]
0;866668290290184192;2017_06_08 16:39:10;[ 0.88912091];[1];[1];[2];[-3600.18125033];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:39:11;[ 0.95784395];[2];[1];[2];[-330.06987246];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:39:13;[ 1.2052058];[2];[1];[2];[ 4.20528655];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:39:13;[ 1.10707533];[2];[2];[2];[ 4.68647463];[1];[2];[2];[2];[2];[1]
0;869140128438136832;2017_06_08 16:39:14;[ 1.34267907];[2];[1];[2];[-35.75852079];[1];[2];[1];[1];[2];[1]
0;866661103203360768;2017_06_08 16:38:46;[ 0.87647872];[2];[2];[2];[ 2.4190706];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:38:47;[ 0.88912298];[2];[1];[2];[-1.39555609];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:38:49;[ 1.00752443];[1];[1];[2];[ 81.95483365];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:38:50;[ 0.94745003];[2];[1];[2];[ 8.96579182];[1];[2];[1];[1];[2];[2]
0;869132139186573312;2017_06_08 16:38:50;[ 1.21146309];[2];[1];[2];[ 2.48318906];[2];[2];[2];[1];[1];[2]
0;860779411116888064;2017_06_08 16:38:51;[ 1.11566792];[2];[2];[2];[ 2.6883663];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:38:52;[ 1.33196366];[2];[1];[2];[ 1.38460939];[2];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:38:26;[ 0.89501816];[2];[2];[2];[ 0.10373284];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:38:27;[ 0.90389788];[2];[1];[2];[-579.17107329];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:38:28;[ 1.01703193];[1];[1];[2];[-2640.08448703];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:38:28;[ 0.96254637];[2];[1];[2];[-238.90204776];[1];[2];[1];[1];[2];[2]
0;869132139186573312;2017_06_08 16:38:29;[ 1.20917456];[2];[1];[2];[ 3.83633359];[1];[2];[2];[1];[1];[2]
0;860779411116888064;2017_06_08 16:38:30;[ 1.11619819];[2];[2];[2];[ 4.16606989];[1];[2];[2];[1];[1];[2]
0;869140128438136832;2017_06_08 16:38:31;[ 1.33607834];[2];[1];[2];[-18.25508867];[1];[2];[1];[1];[2];[2]
0;866661103203360768;2017_06_08 16:38:06;[ 0.88333481];[2];[2];[2];[ 4.32658477];[1];[2];[2];[1];[1];[1]
0;866668601419456512;2017_06_08 16:38:07;[ 0.89022746];[2];[1];[2];[ 118.96691088];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:38:08;[ 1.00449512];[1];[1];[2];[ 806.96680142];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:38:08;[ 0.95209265];[2];[1];[2];[ 75.4880608];[1];[2];[2];[1];[2];[2]
0;869132139186573312;2017_06_08 16:38:10;[ 1.21301834];[2];[1];[2];[ 3.67744547];[2];[2];[1];[1];[1];[1]
0;860779411116888064;2017_06_08 16:38:11;[ 1.12110519];[2];[2];[2];[ 4.00418261];[1];[2];[1];[2];[1];[1]
0;869140128438136832;2017_06_08 16:38:12;[ 1.33828457];[2];[1];[2];[ 2.22150585];[2];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:37:46;[ 0.86857904];[2];[2];[2];[ 7.62712497];[1];[2];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:37:46;[ 0.87994356];[2];[1];[2];[ 761.02133528];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:37:47;[ 1.01346552];[1];[1];[2];[ 4855.95179969];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:37:48;[ 0.93958644];[2];[1];[2];[ 437.49179112];[2];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:37:50;[ 1.20805295];[2];[1];[2];[ 2.61844446];[2];[2];[1];[1];[1];[1]
0;860779411116888064;2017_06_08 16:37:51;[ 1.11408617];[2];[2];[2];[ 2.78334619];[1];[2];[1];[2];[1];[1]
0;869140128438136832;2017_06_08 16:37:52;[ 1.32464928];[2];[1];[2];[ 2.72815123];[2];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:37:25;[ 0.87834521];[2];[2];[2];[ 5.75943264];[1];[2];[1];[1];[1];[2]
0;866668601419456512;2017_06_08 16:37:25;[ 0.89108417];[2];[1];[2];[ 258.66487197];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:37:26;[ 1.00822692];[1];[1];[2];[ 1641.70504889];[1];[2];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:37:27;[ 0.94556503];[2];[1];[2];[ 150.87816598];[1];[2];[1];[1];[2];[2]
0;869132139186573312;2017_06_08 16:37:29;[ 1.19596655];[2];[2];[2];[ 3.67126164];[1];[2];[1];[1];[1];[1]
0;860779411116888064;2017_06_08 16:37:30;[ 1.10731022];[2];[2];[2];[ 3.975456];[1];[2];[1];[2];[1];[2]
0;869140128438136832;2017_06_08 16:37:30;[ 1.31759175];[2];[1];[2];[ 3.35869264];[1];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:37:06;[ 0.86856454];[2];[2];[2];[ 2.23991214];[1];[1];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:37:07;[ 0.88353441];[2];[1];[2];[ 2.24988663];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:37:07;[ 1.00624658];[1];[1];[2];[ 5.03184239];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:37:08;[ 0.93930034];[2];[1];[2];[ 2.45930342];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:37:09;[ 1.20428229];[2];[1];[2];[ 2.07936505];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:37:10;[ 1.1051536];[2];[2];[2];[ 2.17401136];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:37:10;[ 1.32570294];[2];[1];[2];[ 3.10571554];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:36:45;[ 0.88937542];[2];[2];[2];[-10.11546499];[1];[2];[2];[1];[2];[2]
0;866668601419456512;2017_06_08 16:36:46;[ 0.89583581];[2];[1];[2];[-2200.39368022];[1];[2];[2];[1];[1];[2]
0;866668290290184192;2017_06_08 16:36:47;[ 0.99380759];[1];[1];[2];[-13904.69435873];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:36:48;[ 0.97376599];[2];[1];[2];[-1244.00580866];[1];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:36:48;[ 1.22195785];[2];[1];[2];[ 2.85621952];[1];[2];[1];[1];[2];[2]
0;860779411116888064;2017_06_08 16:36:49;[ 1.12218129];[2];[2];[2];[ 3.07866777];[1];[2];[1];[1];[2];[1]
0;869140128438136832;2017_06_08 16:36:50;[ 1.34766835];[2];[1];[2];[ 1.40286467];[1];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:36:25;[ 0.87939396];[1];[2];[2];[ 4.03792219];[1];[2];[2];[1];[1];[1]
0;866668601419456512;2017_06_08 16:36:26;[ 0.88072614];[1];[1];[2];[-21.37960392];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:36:26;[ 1.01071087];[1];[1];[2];[-44.52732928];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:36:27;[ 0.94881345];[2];[1];[2];[-1.47049267];[1];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:36:28;[ 1.19683334];[1];[1];[2];[ 3.40815387];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:36:30;[ 1.10034538];[1];[2];[2];[ 3.68449382];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:36:31;[ 1.32148497];[2];[1];[2];[ 1.35507676];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:36:05;[ 0.87061314];[2];[2];[2];[ 1.09175056];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:36:06;[ 0.86166898];[1];[1];[2];[-876.37903005];[1];[2];[2];[1];[1];[1]
0;866668290290184192;2017_06_08 16:36:07;[ 0.88571592];[1];[1];[2];[-5580.97069096];[1];[2];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:36:08;[ 0.92857824];[2];[1];[2];[-493.78080869];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:36:09;[ 1.20226154];[2];[1];[2];[ 6.19504851];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:36:10;[ 1.10624992];[2];[2];[2];[ 6.89027712];[1];[2];[2];[1];[2];[1]
0;869140128438136832;2017_06_08 16:36:11;[ 1.32195111];[2];[1];[2];[ 4.03750167];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:35:46;[ 0.88734405];[2];[2];[2];[ 2.94218833];[1];[2];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:35:48;[ 0.9100662];[2];[1];[2];[-30.50719525];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:35:48;[ 1.08450243];[1];[1];[2];[-144.02173435];[1];[1];[2];[1];[2];[1]
0;866630898715947009;2017_06_08 16:35:49;[ 0.96177082];[2];[1];[2];[-9.57373514];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:35:50;[ 1.20592425];[2];[2];[2];[ 3.82370352];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:35:50;[ 1.11422948];[2];[2];[2];[ 4.24533794];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:35:51;[ 1.32238187];[2];[1];[2];[ 2.44182935];[1];[2];[1];[1];[2];[1]
0;866661103203360768;2017_06_08 16:35:27;[ 0.87514553];[2];[2];[2];[-0.91568064];[1];[1];[1];[1];[2];[1]
0;866668601419456512;2017_06_08 16:35:28;[ 0.87659456];[1];[1];[2];[-279.50665177];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:35:29;[ 0.87912146];[1];[1];[2];[-890.44014837];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:35:30;[ 0.93376045];[2];[1];[2];[-84.7510615];[1];[1];[1];[1];[2];[2]
0;869132139186573312;2017_06_08 16:35:30;[ 1.2061254];[2];[1];[2];[ 0.67075825];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:35:31;[ 1.10679071];[2];[2];[2];[ 0.57936551];[1];[2];[2];[2];[2];[1]
0;869140128438136832;2017_06_08 16:35:32;[ 1.31918465];[2];[1];[2];[-15.55357536];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:35:05;[ 0.87994252];[1];[2];[2];[-1.96147632];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:35:05;[ 0.88893301];[1];[1];[2];[-830.1927483];[1];[1];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:35:06;[ 1.00521906];[1];[1];[2];[-5088.39365732];[1];[1];[2];[1];[1];[2]
0;866630898715947009;2017_06_08 16:35:07;[ 0.9489654];[1];[1];[2];[-454.16545325];[1];[1];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:35:08;[ 1.21533422];[1];[1];[2];[ 3.02549154];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:35:09;[ 1.12434428];[1];[2];[2];[ 3.26524421];[1];[1];[2];[1];[1];[1]
0;869140128438136832;2017_06_08 16:35:10;[ 1.3342862];[2];[1];[2];[-0.65253798];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:34:44;[ 0.89152746];[2];[2];[2];[ 2.87044026];[1];[2];[1];[1];[2];[1]
0;866668601419456512;2017_06_08 16:34:45;[ 0.88573128];[1];[1];[2];[-170.52157552];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:34:45;[ 0.89256393];[1];[1];[2];[-836.50395685];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:34:46;[ 0.95191679];[2];[1];[2];[-73.02131244];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:34:47;[ 1.21049572];[2];[1];[2];[ 3.44612908];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:34:48;[ 1.11170423];[2];[2];[2];[ 3.72129502];[1];[2];[2];[2];[2];[1]
0;869140128438136832;2017_06_08 16:34:49;[ 1.33356347];[2];[1];[2];[-2.15510726];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:34:22;[ 0.86436506];[2];[2];[2];[ 5.54279079];[1];[1];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:34:23;[ 0.85775573];[1];[1];[2];[ 449.77778847];[1];[1];[2];[1];[1];[1]
0;866668290290184192;2017_06_08 16:34:24;[ 0.83508105];[1];[1];[2];[ 2869.18466616];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:34:25;[ 0.92179113];[2];[1];[2];[ 259.34466991];[1];[1];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:34:26;[ 1.20010486];[2];[1];[2];[ 2.55175031];[1];[2];[1];[1];[2];[1]
0;860779411116888064;2017_06_08 16:34:27;[ 1.08683839];[2];[2];[2];[ 2.70737385];[1];[1];[1];[2];[2];[1]
0;869140128438136832;2017_06_08 16:34:28;[ 1.32452063];[2];[1];[2];[ 2.65178129];[1];[1];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:34:01;[ 0.87116322];[2];[2];[2];[ 2.54398237];[1];[1];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:34:02;[ 0.87548864];[2];[1];[2];[-60.03613487];[1];[2];[2];[1];[1];[2]
0;866668290290184192;2017_06_08 16:34:03;[ 1.01070122];[1];[1];[2];[-379.09266006];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:34:04;[ 0.94346114];[2];[1];[2];[-31.37947242];[1];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:34:06;[ 1.19857387];[2];[1];[2];[ 2.8213441];[1];[2];[2];[1];[1];[2]
0;860779411116888064;2017_06_08 16:34:07;[ 1.10859467];[2];[2];[2];[ 3.04610911];[1];[2];[2];[1];[1];[2]
0;869140128438136832;2017_06_08 16:34:08;[ 1.32583452];[2];[1];[2];[ 3.15448009];[1];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:33:40;[ 0.88052894];[2];[2];[2];[ 3.2895157];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:33:42;[ 0.87045502];[1];[1];[2];[ 109.16353305];[1];[1];[2];[1];[1];[2]
0;866668290290184192;2017_06_08 16:33:42;[ 0.88328513];[1];[1];[2];[ 811.52942244];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:33:43;[ 0.94007655];[2];[1];[2];[ 74.12801117];[1];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:33:45;[ 1.20500878];[2];[1];[2];[ 2.66351573];[1];[2];[2];[1];[2];[2]
0;860779411116888064;2017_06_08 16:33:46;[ 1.10395879];[2];[2];[2];[ 2.85787825];[1];[2];[2];[2];[2];[2]
0;869140128438136832;2017_06_08 16:33:47;[ 1.33692191];[2];[1];[2];[ 0.82062724];[1];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:33:20;[ 0.88452998];[2];[2];[2];[ 2.43472167];[1];[1];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:33:21;[ 0.88988106];[2];[1];[2];[ 7.24191457];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:33:22;[ 1.01371912];[1];[1];[2];[ 153.08164134];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:33:24;[ 0.95682038];[2];[1];[2];[ 15.24289005];[1];[1];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:33:24;[ 1.21083477];[2];[1];[2];[ 2.36473326];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:33:25;[ 1.11783313];[2];[2];[2];[ 2.53420166];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:33:26;[ 1.33579235];[2];[1];[2];[ 0.56843677];[1];[2];[1];[1];[2];[1]
0;866661103203360768;2017_06_08 16:33:00;[ 0.84779126];[2];[2];[2];[ 2.51237827];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:33:01;[ 0.8627334];[1];[1];[2];[ 35.05468969];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:33:03;[ 0.9837534];[1];[1];[2];[ 334.30115182];[1];[2];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:33:04;[ 0.91759297];[2];[1];[2];[ 31.74415611];[1];[2];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:33:04;[ 1.19799992];[2];[1];[2];[ 2.68967016];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:33:05;[ 1.10510758];[2];[2];[2];[ 2.937731];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:33:06;[ 1.31960267];[2];[1];[2];[ 0.79023847];[2];[2];[1];[1];[2];[2]
0;866661103203360768;2017_06_08 16:32:39;[ 0.8887897];[2];[2];[2];[-0.73128764];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:32:41;[ 0.90112841];[2];[1];[2];[-751.49932128];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:32:42;[ 1.01874183];[1];[1];[2];[-4736.0665971];[1];[1];[2];[1];[1];[2]
0;866630898715947009;2017_06_08 16:32:43;[ 0.95575601];[2];[1];[2];[-421.34097846];[1];[2];[2];[1];[2];[2]
0;869132139186573312;2017_06_08 16:32:44;[ 1.2044743];[2];[1];[2];[ 3.55269187];[1];[2];[2];[1];[1];[2]
0;860779411116888064;2017_06_08 16:32:45;[ 1.11811986];[2];[2];[2];[ 3.88463198];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:32:46;[ 1.32325859];[2];[1];[2];[ 2.56060616];[1];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:32:20;[ 0.877026];[2];[2];[2];[ 2.41778673];[1];[1];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:32:21;[ 0.86257986];[1];[1];[2];[ 11.15898624];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:32:22;[ 0.81403412];[1];[1];[2];[ 496.33346987];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:32:23;[ 0.92800452];[2];[1];[2];[ 44.44472788];[1];[1];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:32:24;[ 1.19603804];[2];[2];[2];[ 2.6473568];[1];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:32:24;[ 1.11011207];[2];[2];[2];[ 2.83194199];[1];[2];[2];[1];[2];[1]
0;869140128438136832;2017_06_08 16:32:25;[ 1.3284341];[2];[1];[2];[-5.73123335];[2];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:31:58;[ 0.88084648];[2];[2];[2];[ 3.02228713];[1];[2];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:31:59;[ 0.89831049];[2];[1];[2];[-8.4681835];[1];[2];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:32:00;[ 0.99515526];[1];[1];[2];[ 151.21113994];[1];[1];[1];[1];[1];[2]
0;866630898715947009;2017_06_08 16:32:01;[ 0.95205264];[2];[1];[2];[ 15.20210379];[2];[2];[1];[1];[2];[2]
0;869132139186573312;2017_06_08 16:32:01;[ 1.2251635];[2];[2];[2];[ 3.17935383];[2];[2];[2];[1];[1];[2]
0;860779411116888064;2017_06_08 16:32:02;[ 1.11970415];[2];[2];[2];[ 3.45029664];[1];[2];[2];[1];[1];[2]
0;869140128438136832;2017_06_08 16:32:03;[ 1.34417624];[2];[1];[2];[-0.99384082];[2];[2];[2];[1];[2];[2]
0;866661103203360768;2017_06_08 16:31:37;[ 0.88467449];[2];[2];[2];[ 2.13043585];[1];[1];[2];[1];[1];[1]
0;866668601419456512;2017_06_08 16:31:38;[ 0.90029956];[1];[1];[2];[-79.47652113];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:31:38;[ 1.00464651];[1];[1];[2];[-267.37236065];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:31:39;[ 0.95273942];[2];[1];[2];[-22.96326891];[1];[1];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:31:41;[ 1.20477998];[2];[1];[2];[ 2.664995];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:31:42;[ 1.11052404];[2];[2];[2];[ 2.86355345];[1];[2];[2];[2];[1];[1]
0;869140128438136832;2017_06_08 16:31:42;[ 1.33654994];[2];[1];[2];[-1.73180561];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:31:19;[ 0.86463152];[2];[2];[2];[ 1.01931227];[1];[2];[2];[1];[1];[1]
0;866668601419456512;2017_06_08 16:31:19;[ 0.86936914];[2];[1];[2];[-155.65227123];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:31:20;[ 0.98837355];[1];[1];[2];[-1506.51987794];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:31:21;[ 0.93458783];[2];[1];[2];[-130.9398062];[1];[1];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:31:22;[ 1.20152839];[2];[1];[2];[ 1.36626146];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:31:23;[ 1.10313691];[2];[2];[2];[ 1.37873028];[1];[2];[2];[1];[1];[1]
0;869140128438136832;2017_06_08 16:31:23;[ 1.33679124];[2];[1];[2];[ 13.5317144];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:31:02;[ 0.88335029];[2];[2];[2];[ 5.23386016];[1];[1];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:31:03;[ 0.90277273];[1];[1];[2];[ 427.53169589];[1];[1];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:31:04;[ 1.00564794];[1];[1];[2];[ 2746.80584496];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:31:04;[ 0.95368745];[2];[1];[2];[ 248.18847576];[1];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:31:05;[ 1.20863719];[2];[1];[2];[ 2.47892526];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:31:06;[ 1.10293492];[2];[2];[2];[ 2.62888281];[1];[2];[2];[1];[1];[1]
0;869140128438136832;2017_06_08 16:31:07;[ 1.3398233];[2];[1];[2];[ 2.42783081];[1];[1];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:30:47;[ 0.88414792];[2];[2];[2];[ 3.33264242];[1];[1];[2];[1];[1];[2]
0;866668601419456512;2017_06_08 16:30:48;[ 0.89661729];[2];[1];[2];[-48.9190727];[1];[1];[1];[1];[1];[2]
0;866668290290184192;2017_06_08 16:30:48;[ 1.01687288];[1];[1];[2];[-312.53600192];[1];[1];[2];[1];[1];[2]
0;866630898715947009;2017_06_08 16:30:49;[ 0.95428386];[2];[1];[2];[-24.6094654];[2];[1];[2];[1];[2];[2]
0;869132139186573312;2017_06_08 16:30:50;[ 1.20423926];[2];[1];[2];[ 3.49525098];[2];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:30:50;[ 1.11990555];[2];[2];[2];[ 3.79399214];[1];[2];[2];[1];[1];[1]
0;869140128438136832;2017_06_08 16:30:51;[ 1.33684119];[2];[1];[2];[ 3.23843019];[1];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:30:29;[ 0.90382544];[2];[2];[2];[ 0.44348646];[1];[1];[1];[1];[1];[1]
0;866668601419456512;2017_06_08 16:30:30;[ 0.91349436];[2];[1];[2];[-719.44069745];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:30:31;[ 1.03104387];[1];[1];[2];[-4513.34957036];[1];[1];[1];[1];[1];[1]
0;866630898715947009;2017_06_08 16:30:31;[ 0.97097235];[2];[1];[2];[-401.57333737];[1];[1];[1];[1];[2];[1]
0;869132139186573312;2017_06_08 16:30:32;[ 1.20772229];[2];[1];[2];[ 3.42893229];[1];[2];[2];[1];[1];[1]
0;860779411116888064;2017_06_08 16:30:33;[ 1.11863547];[2];[2];[2];[ 3.67074898];[1];[2];[2];[1];[1];[1]
0;869140128438136832;2017_06_08 16:30:34;[ 1.34552461];[2];[1];[2];[ 1.91148738];[1];[1];[2];[2];[2];[1]
0;866661103203360768;2017_06_08 16:30:14;[ 0.89406023];[2];[2];[2];[ 5.10421953];[1];[2];[2];[1];[2];[1]
0;866668601419456512;2017_06_08 16:30:14;[ 0.87654022];[1];[1];[2];[ 690.47055418];[1];[1];[2];[1];[1];[1]
0;866668290290184192;2017_06_08 16:30:15;[ 0.82872598];[1];[1];[2];[ 4683.72749699];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:30:16;[ 0.94234197];[2];[1];[2];[ 418.35311389];[2];[2];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:30:17;[ 1.20049517];[2];[1];[2];[ 1.15631177];[2];[2];[2];[1];[2];[1]
0;860779411116888064;2017_06_08 16:30:17;[ 1.10834702];[2];[2];[2];[ 1.15969157];[1];[2];[2];[1];[2];[1]
0;869140128438136832;2017_06_08 16:30:18;[ 1.32383024];[2];[1];[2];[-3.17394119];[2];[2];[2];[1];[2];[1]
0;866661103203360768;2017_06_08 16:29:58;[ 0.86162772];[2];[2];[2];[ 2.16764117];[1];[2];[2];[1];[1];[1]
0;866668601419456512;2017_06_08 16:29:59;[ 0.86695886];[2];[1];[2];[-190.50146024];[1];[2];[1];[1];[1];[1]
0;866668290290184192;2017_06_08 16:30:00;[ 0.99275242];[1];[1];[2];[-971.17391416];[1];[1];[2];[1];[1];[1]
0;866630898715947009;2017_06_08 16:30:00;[ 0.93176588];[2];[2];[2];[-85.32216552];[1];[1];[2];[1];[2];[1]
0;869132139186573312;2017_06_08 16:30:01;[ 1.20456255];[2];[1];[2];[ 3.26697975];[1];[2];[2];[1];[1];[1]
